pokedex_number,name,classfication,generation,is_legendary,type1,type2,abilities,base_total,hp,attack,defense,sp_attack,sp_defense,speed,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,capture_rate,experience_growth,base_happiness,base_egg_steps,height_m,weight_kg,percentage_male
435,Skuntank,Skunk Pokemon,4,0,poison,dark,"['Stench', 'Aftermath', 'Keen Eye']",479,103,93,67,71,61,84,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,60,1000000,70,5120,1,38,50
436,Bronzor,Bronze Pokemon,4,0,steel,psychic,"['Levitate', 'Heatproof', 'Heavy Metal']",300,57,24,86,24,86,23,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,255,1000000,70,5120,0.5,60.5,
437,Bronzong,Bronze Bell Pokemon,4,0,steel,psychic,"['Levitate', 'Heatproof', 'Heavy Metal']",500,67,89,116,79,116,33,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,90,1000000,70,5120,1.3,187,
438,Bonsly,Bonsai Pokemon,4,0,rock,,"['Sturdy', 'Rock Head', 'Rattled']",290,50,80,95,10,45,10,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,255,1000000,70,5120,0.5,15,50
439,Mime Jr.,Mime Pokemon,4,0,psychic,fairy,"['Soundproof', 'Filter', 'Technician']",310,20,25,45,70,90,60,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,145,1000000,70,6400,0.6,13,50
440,Happiny,Playhouse Pokemon,4,0,normal,,"['Natural Cure', 'Serene Grace', 'Friend Guard']",220,100,5,5,15,65,30,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,130,800000,140,10240,0.6,24.4,0
441,Chatot,Music Note Pokemon,4,0,normal,flying,"['Keen Eye', 'Tangled Feet', 'Big Pecks']",411,76,65,45,92,42,91,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,30,1059860,35,5120,0.5,1.9,50
442,Spiritomb,Forbidden Pokemon,4,0,ghost,dark,"['Pressure', 'Infiltrator']",485,50,92,108,92,108,35,1,1,1,1,2,0,1,1,1,1,1,1,0,0.5,0,1,1,1,100,1000000,70,7680,1,108,50
443,Gible,Land Shark Pokemon,4,0,dragon,ground,"['Sand Veil', 'Rough Skin']",300,58,70,45,40,45,42,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,45,1250000,70,10240,0.7,20.5,50
444,Gabite,Cave Pokemon,4,0,dragon,ground,"['Sand Veil', 'Rough Skin']",410,68,90,65,50,55,82,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,45,1250000,70,10240,1.4,56,50
445,Garchomp,Mach Pokemon,4,0,dragon,ground,"['Sand Veil', 'Rough Skin']",700,108,170,115,120,95,92,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,45,1250000,70,10240,1.9,95,50
446,Munchlax,Big Eater Pokemon,4,0,normal,,"['Pickup', 'Thick Fat', 'Gluttony']",390,135,85,40,40,85,5,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,1250000,70,10240,0.6,105,88.1
447,Riolu,Emanation Pokemon,4,0,fighting,,"['Steadfast', 'Inner Focus', 'Prankster']",285,40,70,40,35,40,60,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,75,1059860,70,6400,0.7,20.2,88.1
448,Lucario,Aura Pokemon,4,0,fighting,steel,"['Steadfast', 'Inner Focus', 'Justified']",625,70,145,88,140,70,112,0.25,0.5,0.5,1,1,2,2,1,1,0.5,2,0.5,0.5,0,1,0.25,0.5,1,45,1059860,70,6400,1.2,54,88.1
449,Hippopotas,Hippo Pokemon,4,0,ground,,"['Sand Stream', 'Sand Force']",330,68,72,78,38,42,32,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,140,1250000,70,7680,0.8,49.5,50
450,Hippowdon,Heavyweight Pokemon,4,0,ground,,"['Sand Stream', 'Sand Force']",525,108,112,118,68,72,47,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,60,1250000,70,7680,2,300,50
451,Skorupi,Scorpion Pokemon,4,0,poison,bug,"['Battle Armor', 'Sniper', 'Keen Eye']",330,40,50,90,30,55,65,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,120,1250000,70,5120,0.8,12,50
452,Drapion,Ogre Scorp Pokemon,4,0,poison,dark,"['Battle Armor', 'Sniper', 'Keen Eye']",500,70,90,110,60,75,95,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,45,1250000,70,5120,1.3,61.5,50
453,Croagunk,Toxic Mouth Pokemon,4,0,poison,fighting,"['Anticipation', 'Dry Skin', 'Poison Touch']",300,48,61,40,61,40,50,0.25,0.5,1,1,1,0.5,1,2,1,0.5,2,1,1,0.5,4,0.5,1,1,140,1000000,100,2560,0.7,23,50
454,Toxicroak,Toxic Mouth Pokemon,4,0,poison,fighting,"['Anticipation', 'Dry Skin', 'Poison Touch']",490,83,106,65,86,65,85,0.25,0.5,1,1,1,0.5,1,2,1,0.5,2,1,1,0.5,4,0.5,1,1,75,1000000,70,5120,1.3,44.4,50
455,Carnivine,Bug Catcher Pokemon,4,0,grass,,['Levitate'],454,74,100,72,90,72,46,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,200,1250000,70,6400,1.4,27,50
456,Finneon,Wing Fish Pokemon,4,0,water,,"['Swift Swim', 'Storm Drain', 'Water Veil']",330,49,49,56,49,61,66,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,190,600000,70,5120,0.4,7,50
457,Lumineon,Neon Pokemon,4,0,water,,"['Swift Swim', 'Storm Drain', 'Water Veil']",460,69,69,76,69,86,91,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,75,600000,70,5120,1.2,24,50
458,Mantyke,Kite Pokemon,4,0,water,flying,"['Swift Swim', 'Water Absorb', 'Water Veil']",345,45,20,50,60,120,50,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,25,1250000,70,6400,1,65,50
459,Snover,Frosted Tree Pokemon,4,0,grass,ice,"['Snow Warning', 'Soundproof']",334,60,62,50,62,60,40,2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5,120,1250000,70,5120,1,50.5,50
460,Abomasnow,Frosted Tree Pokemon,4,0,grass,ice,"['Snow Warning', 'Soundproof']",594,90,132,105,132,105,30,2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5,60,1250000,70,5120,2.2,135.5,50
461,Weavile,Sharp Claw Pokemon,4,0,dark,ice,"['Pressure', 'Pickpocket']",510,70,120,65,45,85,125,2,0.5,1,1,2,4,2,1,0.5,1,1,0.5,1,1,0,2,2,1,45,1059860,35,5120,1.1,34,50
462,Magnezone,Magnet Area Pokemon,4,0,electric,steel,"['Magnet Pull', 'Sturdy', 'Analytic']",535,70,70,115,130,90,60,0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1,30,1000000,70,5120,1.2,180,
463,Lickilicky,Licking Pokemon,4,0,normal,,"['Own Tempo', 'Oblivious', 'Cloud Nine']",515,110,85,95,80,95,50,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,30,1000000,70,5120,1.7,140,50
464,Rhyperior,Drill Pokemon,4,0,ground,rock,"['Lightningrod', 'Solid Rock', 'Reckless']",535,115,140,130,55,55,40,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,30,1250000,70,5120,2.4,282.8,50
465,Tangrowth,Vine Pokemon,4,0,grass,,"['Chlorophyll', 'Leaf Guard', 'Regenerator']",535,100,100,125,110,50,50,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,30,1000000,70,5120,2,128.6,50
466,Electivire,Thunderbolt Pokemon,4,0,electric,,"['Motor Drive', 'Vital Spirit']",540,75,123,67,95,85,95,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,30,1000000,70,6400,1.8,138.6,75.4
467,Magmortar,Blast Pokemon,4,0,fire,,"['Flame Body', 'Vital Spirit']",540,75,95,67,125,95,83,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,30,1000000,70,6400,1.6,68,75.4
468,Togekiss,Jubilee Pokemon,4,0,fairy,flying,"['Hustle', 'Serene Grace', 'Super Luck']",545,85,50,95,120,115,80,0.25,0.5,0,2,1,0.25,1,1,1,0.5,0,2,1,2,1,2,2,1,30,800000,70,2560,1.5,38,88.1
469,Yanmega,Ogre Darner Pokemon,4,0,bug,flying,"['Speed Boost', 'Tinted Lens', 'Frisk']",515,86,76,86,116,56,95,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,30,1000000,70,5120,1.9,51.5,50
470,Leafeon,Verdant Pokemon,4,0,grass,,"['Leaf Guard', 'Chlorophyll']",525,65,110,130,60,65,95,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,45,1000000,35,8960,1,25.5,88.1
471,Glaceon,Fresh Snow Pokemon,4,0,ice,,"['Snow Cloak', 'Ice Body']",525,65,60,110,130,95,65,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,45,1000000,35,8960,0.8,25.9,88.1
472,Gliscor,Fang Scorp Pokemon,4,0,ground,flying,"['Hyper Cutter', 'Sand Veil', 'Poison Heal']",510,75,95,125,45,75,95,0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,30,1059860,70,5120,2,42.5,50
473,Mamoswine,Twin Tusk Pokemon,4,0,ice,ground,"['Oblivious', 'Snow Cloak', 'Thick Fat']",530,110,130,80,70,60,80,1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2,50,1250000,70,5120,2.5,291,50
474,Porygon-Z,Virtual Pokemon,4,0,normal,,"['Adaptability', 'Download', 'Analytic']",535,85,80,70,135,75,90,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,30,1000000,70,5120,0.9,34,
475,Gallade,Blade Pokemon,4,0,psychic,fighting,"['Steadfast', 'Justified']",618,68,165,95,65,115,110,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,45,1250000,35,5120,1.6,52,100
476,Probopass,Compass Pokemon,4,0,rock,steel,"['Sturdy', 'Magnet Pull', 'Sand Force']",525,60,55,145,75,150,40,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,60,1000000,70,5120,1.4,340,50
477,Dusknoir,Gripper Pokemon,4,0,ghost,,"['Pressure', 'Frisk']",525,45,100,135,65,135,45,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,45,800000,35,6400,2.2,106.6,50
478,Froslass,Snow Land Pokemon,4,0,ice,ghost,"['Snow Cloak', 'Cursed Body']",480,70,80,70,80,70,110,0.5,2,1,1,1,0,2,1,2,1,1,0.5,0,0.5,1,2,2,1,75,1000000,70,5120,1.3,26.6,0
479,Rotom,Plasma Pokemon,4,0,electric,ghost,['Levitate'],520,50,65,107,105,107,86,0.5,2,1,0.5,1,0,1,0.5,2,1,2,1,0,0.5,1,1,0.5,1,45,1000000,70,5120,0.3,0.3,
480,Uxie,Knowledge Pokemon,4,1,psychic,,['Levitate'],580,75,75,130,75,130,95,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,3,1250000,140,20480,0.3,0.3,
481,Mesprit,Emotion Pokemon,4,1,psychic,,['Levitate'],580,80,105,105,105,105,80,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,3,1250000,140,20480,0.3,0.3,
482,Azelf,Willpower Pokemon,4,1,psychic,,['Levitate'],580,75,125,70,125,70,115,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,3,1250000,140,20480,0.3,0.3,
483,Dialga,Temporal Pokemon,4,1,steel,dragon,"['Pressure', 'Telepathy']",680,100,120,120,150,100,90,0.5,1,1,0.5,1,2,1,0.5,1,0.25,2,1,0.5,0,0.5,0.5,0.5,0.5,3,1250000,0,30720,5.4,683,
484,Palkia,Spatial Pokemon,4,1,water,dragon,"['Pressure', 'Telepathy']",680,90,120,100,150,120,100,1,1,2,1,2,1,0.25,1,1,1,1,1,1,1,1,1,0.5,0.25,3,1250000,0,30720,4.2,336,
485,Heatran,Lava Dome Pokemon,4,1,fire,steel,"['Flash Fire', 'Flame Body']",600,91,90,106,130,106,77,0.25,1,0.5,1,0.25,2,1,0.5,1,0.25,4,0.25,0.5,0,0.5,1,0.25,2,3,1250000,100,2560,1.7,430,50
486,Regigigas,Colossal Pokemon,4,1,normal,,['Slow Start'],670,110,160,110,80,110,100,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3,1250000,0,30720,3.7,420,
487,Giratina,Renegade Pokemon,4,1,ghost,dragon,"['Pressure', 'Telepathy', 'Levitate']",680,150,120,100,120,100,90,0.5,2,2,0.5,2,0,0.5,1,2,0.5,1,2,0,0.5,1,1,1,0.5,3,1250000,0,30720,4.5,750,
488,Cresselia,Lunar Pokemon,4,1,psychic,,['Levitate'],600,120,70,120,75,130,85,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,3,1250000,100,30720,1.5,85.6,0
489,Phione,Sea Drifter Pokemon,4,0,water,,['Hydration'],480,80,80,80,80,80,80,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,30,1250000,70,10240,0.4,3.1,
490,Manaphy,Seafaring Pokemon,4,1,water,,['Hydration'],600,100,100,100,100,100,100,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,3,1250000,70,2560,0.3,1.4,
491,Darkrai,Pitch-Black Pokemon,4,1,dark,,['Bad Dreams'],600,70,90,90,135,90,125,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,3,1250000,0,30720,1.5,50.5,
492,Shaymin,Gratitude Pokemon,4,1,grass,grass,"['Natural Cure', 'Serene Grace']",600,100,103,75,120,75,127,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,45,1059860,100,30720,0.2,2.1,
493,Arceus,Alpha Pokemon,4,1,normal,,['Multitype'],720,120,120,120,120,120,120,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3,1250000,0,30720,3.2,320,
494,Victini,Victory Pokemon,5,1,psychic,fire,['Victory Star'],600,100,100,100,100,100,100,1,2,1,1,0.5,0.5,0.5,1,2,0.5,2,0.5,1,1,0.5,2,0.5,2,3,1250000,100,30720,0.4,4,
495,Snivy,Grass Snake Pokemon,5,0,grass,,"['Overgrow', 'Contrary']",308,45,45,55,45,55,63,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,45,1059860,70,5120,0.6,8.1,88.1
496,Servine,Grass Snake Pokemon,5,0,grass,,"['Overgrow', 'Contrary']",413,60,60,75,60,75,83,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,45,1059860,70,5120,0.8,16,88.1
497,Serperior,Regal Pokemon,5,0,grass,,"['Overgrow', 'Contrary']",528,75,75,95,75,95,113,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,45,1059860,70,5120,3.3,63,88.1
498,Tepig,Fire Pig Pokemon,5,0,fire,,"['Blaze', 'Thick Fat']",308,65,63,45,45,45,45,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,45,1059860,70,5120,0.5,9.9,88.1
499,Pignite,Fire Pig Pokemon,5,0,fire,fighting,"['Blaze', 'Thick Fat']",418,90,93,55,70,55,55,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,45,1059860,70,5120,1,55.5,88.1
500,Emboar,Mega Fire Pig Pokemon,5,0,fire,fighting,"['Blaze', 'Reckless']",528,110,123,65,100,65,65,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,45,1059860,70,5120,1.6,150,88.1
501,Oshawott,Sea Otter Pokemon,5,0,water,,"['Torrent', 'Shell Armor']",308,55,55,45,63,45,45,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,45,1059860,70,5120,0.5,5.9,88.1
502,Dewott,Discipline Pokemon,5,0,water,,"['Torrent', 'Shell Armor']",413,75,75,60,83,60,60,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,45,1059860,70,5120,0.8,24.5,88.1
503,Samurott,Formidable Pokemon,5,0,water,,"['Torrent', 'Shell Armor']",528,95,100,85,108,70,70,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,45,1059860,70,5120,1.5,94.6,88.1
504,Patrat,Scout Pokemon,5,0,normal,,"['Run Away', 'Keen Eye', 'Analytic']",255,45,55,39,35,39,42,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,255,1000000,70,3840,0.5,11.6,50
505,Watchog,Lookout Pokemon,5,0,normal,,"['Illuminate', 'Keen Eye', 'Analytic']",420,60,85,69,60,69,77,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,255,1000000,70,5120,1.1,27,50
506,Lillipup,Puppy Pokemon,5,0,normal,,"['Vital Spirit', 'Pickup', 'Run Away']",275,45,60,45,25,45,55,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,255,1059860,70,3840,0.4,4.1,50
507,Herdier,Loyal Dog Pokemon,5,0,normal,,"['Intimidate', 'Sand Rush', 'Scrappy']",370,65,80,65,35,65,60,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,120,1059860,70,3840,0.9,14.7,50
508,Stoutland,Big-Hearted Pokemon,5,0,normal,,"['Intimidate', 'Sand Rush', 'Scrappy']",500,85,110,90,45,90,80,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,45,1059860,70,3840,1.2,61,50
509,Purrloin,Devious Pokemon,5,0,dark,,"['Limber', 'Unburden', 'Prankster']",281,41,50,37,50,37,66,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,255,1000000,70,5120,0.4,10.1,50
510,Liepard,Cruel Pokemon,5,0,dark,,"['Limber', 'Unburden', 'Prankster']",446,64,88,50,88,50,106,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,90,1000000,70,5120,1.1,37.5,50
511,Pansage,Grass Monkey Pokemon,5,0,grass,,"['Gluttony', 'Overgrow']",316,50,53,48,53,48,64,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,190,1000000,70,5120,0.6,10.5,88.1
512,Simisage,Thorn Monkey Pokemon,5,0,grass,,"['Gluttony', 'Overgrow']",498,75,98,63,98,63,101,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,75,1000000,70,5120,1.1,30.5,88.1
513,Pansear,High Temp Pokemon,5,0,fire,,"['Gluttony', 'Blaze']",316,50,53,48,53,48,64,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,190,1000000,70,5120,0.6,11,88.1
514,Simisear,Ember Pokemon,5,0,fire,,"['Gluttony', 'Blaze']",498,75,98,63,98,63,101,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,75,1000000,70,5120,1,28,88.1
515,Panpour,Spray Pokemon,5,0,water,,"['Gluttony', 'Torrent']",316,50,53,48,53,48,64,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,190,1000000,70,5120,0.6,13.5,88.1
516,Simipour,Geyser Pokemon,5,0,water,,"['Gluttony', 'Torrent']",498,75,98,63,98,63,101,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,75,1000000,70,5120,1,29,88.1
517,Munna,Dream Eater Pokemon,5,0,psychic,,"['Forewarn', 'Synchronize', 'Telepathy']",292,76,25,45,67,55,24,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,190,800000,70,2560,0.6,23.3,50
518,Musharna,Drowsing Pokemon,5,0,psychic,,"['Forewarn', 'Synchronize', 'Telepathy']",487,116,55,85,107,95,29,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,75,800000,70,2560,1.1,60.5,50
519,Pidove,Tiny Pigeon Pokemon,5,0,normal,flying,"['Big Pecks', 'Super Luck', 'Rivalry']",264,50,55,50,36,30,43,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,255,1059860,70,3840,0.3,2.1,50
520,Tranquill,Wild Pigeon Pokemon,5,0,normal,flying,"['Big Pecks', 'Super Luck', 'Rivalry']",358,62,77,62,50,42,65,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,120,1059860,70,3840,0.6,15,50
521,Unfezant,Proud Pokemon,5,0,normal,flying,"['Big Pecks', 'Super Luck', 'Rivalry']",488,80,115,80,65,55,93,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,45,1059860,70,3840,1.2,29,50
522,Blitzle,Electrified Pokemon,5,0,electric,,"['Lightningrod', 'Motor Drive', 'Sap Sipper']",295,45,60,32,50,32,76,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,190,1000000,70,5120,0.8,29.8,50
523,Zebstrika,Thunderbolt Pokemon,5,0,electric,,"['Lightningrod', 'Motor Drive', 'Sap Sipper']",497,75,100,63,80,63,116,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,75,1000000,70,5120,1.6,79.5,50
524,Roggenrola,Mantle Pokemon,5,0,rock,,"['Sturdy', 'Weak Armor', 'Sand Force']",280,55,75,85,25,25,15,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,255,1059860,70,3840,0.4,18,50
525,Boldore,Ore Pokemon,5,0,rock,,"['Sturdy', 'Weak Armor', 'Sand Force']",390,70,105,105,50,40,20,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,120,1059860,70,3840,0.9,102,50
526,Gigalith,Compressed Pokemon,5,0,rock,,"['Sturdy', 'Sand Stream', 'Sand Force']",515,85,135,130,60,80,25,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,45,1059860,70,3840,1.7,260,50
527,Woobat,Bat Pokemon,5,0,psychic,flying,"['Unaware', 'Klutz', 'Simple']",323,65,45,43,55,43,72,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,190,1000000,70,3840,0.4,2.1,50
528,Swoobat,Courting Pokemon,5,0,psychic,flying,"['Unaware', 'Klutz', 'Simple']",425,67,57,55,77,55,114,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,45,1000000,70,3840,0.9,10.5,50
529,Drilbur,Mole Pokemon,5,0,ground,,"['Sand Rush', 'Sand Force', 'Mold Breaker']",328,60,85,40,30,45,68,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,120,1000000,70,5120,0.3,8.5,50
530,Excadrill,Subterrene Pokemon,5,0,ground,steel,"['Sand Rush', 'Sand Force', 'Mold Breaker']",508,110,135,60,50,65,88,0.5,1,0.5,0,0.5,2,2,0.5,1,1,2,1,0.5,0,0.5,0.25,0.5,2,60,1000000,70,5120,0.7,40.4,50
531,Audino,Hearing Pokemon,5,0,normal,,"['Healer', 'Regenerator', 'Klutz']",545,103,60,126,80,126,50,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,255,800000,70,5120,1.1,31,50
532,Timburr,Muscular Pokemon,5,0,fighting,,"['Guts', 'Sheer Force', 'Iron Fist']",305,75,80,55,25,35,35,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,180,1059860,70,5120,0.6,12.5,75.4
533,Gurdurr,Muscular Pokemon,5,0,fighting,,"['Guts', 'Sheer Force', 'Iron Fist']",405,85,105,85,40,50,40,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,90,1059860,70,5120,1.2,40,75.4
534,Conkeldurr,Muscular Pokemon,5,0,fighting,,"['Guts', 'Sheer Force', 'Iron Fist']",505,105,140,95,55,65,45,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,45,1059860,70,5120,1.4,87,75.4
535,Tympole,Tadpole Pokemon,5,0,water,,"['Swift Swim', 'Hydration', 'Water Absorb']",294,50,50,40,50,40,64,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,255,1059860,70,5120,0.5,4.5,50
536,Palpitoad,Vibration Pokemon,5,0,water,ground,"['Swift Swim', 'Hydration', 'Water Absorb']",384,75,65,55,65,55,69,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,120,1059860,70,5120,0.8,17,50
537,Seismitoad,Vibration Pokemon,5,0,water,ground,"['Swift Swim', 'Poison Touch', 'Water Absorb']",509,105,95,75,85,75,74,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,45,1059860,70,5120,1.5,62,50
538,Throh,Judo Pokemon,5,0,fighting,,"['Guts', 'Inner Focus', 'Mold Breaker']",465,120,100,85,30,85,45,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,45,1000000,70,5120,1.3,55.5,100
539,Sawk,Karate Pokemon,5,0,fighting,,"['Sturdy', 'Inner Focus', 'Mold Breaker']",465,75,125,75,30,75,85,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,45,1000000,70,5120,1.4,51,100
540,Sewaddle,Sewing Pokemon,5,0,bug,grass,"['Swarm', 'Chlorophyll', 'Overcoat']",310,45,53,70,40,60,42,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,255,1059860,70,3840,0.3,2.5,50
541,Swadloon,Leaf-Wrapped Pokemon,5,0,bug,grass,"['Leaf Guard', 'Chlorophyll', 'Overcoat']",380,55,63,90,50,80,42,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,120,1059860,70,3840,0.5,7.3,50
542,Leavanny,Nurturing Pokemon,5,0,bug,grass,"['Swarm', 'Chlorophyll', 'Overcoat']",500,75,103,80,70,80,92,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,45,1059860,70,3840,1.2,20.5,50
543,Venipede,Centipede Pokemon,5,0,bug,poison,"['Poison Point', 'Swarm', 'Speed Boost']",260,30,45,59,30,39,57,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,255,1059860,70,3840,0.4,5.3,50
